주문ID,주문일,채널,상품ID,상품명,시리즈,카테고리,수량,단가,할인액,판매가,주문금액,수수료율,수수료,원가합계,영업이익,주문상태,유입경로
ORD-2602-0161,2026-02-09,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2602-0162,2026-02-12,핫트랙스,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.25,4500,5800,7700,완료,핫트랙스
ORD-2601-0163,2026-01-01,네이버,PRD-004,에코백 - 내추럴,Happier Label,가방,2,25000,0,25000,50000,0.12,6000,17000,27000,완료,네이버검색
ORD-2603-0164,2026-03-23,텐바이텐,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.18,2520,4200,7280,취소,텐바이텐
ORD-2601-0165,2026-01-09,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,완료,인스타그램
ORD-2601-0166,2026-01-14,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2602-0167,2026-02-19,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,취소,네이버검색
ORD-2602-0168,2026-02-06,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2603-0169,2026-03-17,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,3,42000,0,42000,126000,0.12,15120,57000,53880,완료,추천
ORD-2601-0170,2026-01-03,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,2,22000,0,22000,44000,0.12,5280,15000,23720,완료,네이버검색
ORD-2601-0171,2026-01-11,텐바이텐,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.18,2880,4800,8320,완료,텐바이텐
ORD-2601-0172,2026-01-05,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,1,12000,0,12000,12000,0.035,420,4800,6780,완료,인스타그램
ORD-2601-0173,2026-01-27,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2601-0174,2026-01-21,네이버,PRD-004,에코백 - 내추럴,Happier Label,가방,2,25000,0,25000,50000,0.12,6000,17000,27000,완료,기타
ORD-2601-0175,2026-01-06,네이버,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.12,1080,2700,5220,완료,네이버검색
ORD-2602-0176,2026-02-27,자사몰,PRD-019,먼슬리 플래너,PART PART,플래너,1,16000,1600,14400,14400,0.035,504,5200,8696,완료,직접유입
ORD-2601-0177,2026-01-02,29CM,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,1,24000,0,24000,24000,0.2,4800,8000,11200,완료,29CM
ORD-2602-0178,2026-02-13,네이버,PRD-026,코튼 러그 - S,오롤리데이,러그,2,38000,0,38000,76000,0.12,9120,30000,36880,완료,쇼핑라이브
ORD-2602-0179,2026-02-05,자사몰,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,블로그검색
ORD-2602-0180,2026-02-03,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2601-0181,2026-01-06,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,3,42000,0,42000,126000,0.12,15120,57000,53880,완료,네이버검색
ORD-2602-0182,2026-02-23,핫트랙스,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.25,3500,4200,6300,완료,핫트랙스
ORD-2602-0183,2026-02-03,텐바이텐,PRD-018,위클리 플래너,PART PART,플래너,2,14000,0,14000,28000,0.18,5040,9000,13960,완료,텐바이텐
ORD-2601-0184,2026-01-06,29CM,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.2,7600,15000,15400,완료,29CM
ORD-2601-0185,2026-01-16,자사몰,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,블로그검색
ORD-2602-0186,2026-02-16,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,2,14000,0,14000,28000,0.3,8400,8400,11200,완료,카카오선물하기
ORD-2602-0187,2026-02-22,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,3,25000,0,25000,75000,0.12,9000,25500,40500,완료,기타
ORD-2602-0188,2026-02-28,자사몰,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.035,560,5600,9840,완료,기타
ORD-2602-0189,2026-02-10,텐바이텐,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.18,1620,2700,4680,완료,텐바이텐
ORD-2602-0190,2026-02-03,네이버,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.12,1800,5200,8000,완료,기타
ORD-2601-0191,2026-01-19,자사몰,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.035,420,4200,7380,완료,직접유입
ORD-2602-0192,2026-02-01,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,추천
ORD-2601-0193,2026-01-15,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,카카오채널
ORD-2601-0194,2026-01-28,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.12,5040,19000,17960,완료,네이버검색
ORD-2601-0195,2026-01-08,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,인스타그램
ORD-2601-0196,2026-01-19,29CM,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.2,3200,4800,8000,완료,29CM
ORD-2601-0197,2026-01-13,네이버,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.12,1920,5600,8480,완료,추천
ORD-2602-0198,2026-02-16,네이버,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,2,12000,0,12000,24000,0.12,2880,8400,12720,완료,추천
ORD-2601-0199,2026-01-13,자사몰,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.035,1470,19000,21530,완료,카카오채널
ORD-2602-0200,2026-02-20,자사몰,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.035,980,11000,16020,완료,인스타그램
ORD-2602-0201,2026-02-17,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,완료,직접유입
ORD-2601-0202,2026-01-20,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,5,42000,0,42000,210000,0.12,25200,95000,89800,완료,추천
ORD-2602-0203,2026-02-23,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,2,18000,0,18000,36000,0.3,10800,12000,13200,완료,카카오선물하기
ORD-2602-0204,2026-02-26,핫트랙스,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.25,2000,2400,3600,완료,핫트랙스
ORD-2602-0205,2026-02-08,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2601-0206,2026-01-22,자사몰,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.035,560,5600,9840,완료,직접유입
ORD-2602-0207,2026-02-16,텐바이텐,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,2,12000,0,12000,24000,0.18,4320,8400,11280,완료,텐바이텐
ORD-2602-0208,2026-02-13,네이버,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.12,1800,5200,8000,완료,추천
ORD-2602-0209,2026-02-26,29CM,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.2,4400,7500,10100,완료,29CM
ORD-2603-0210,2026-03-25,자사몰,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,2,22000,0,22000,44000,0.035,1540,14400,28060,완료,인스타그램
ORD-2602-0211,2026-02-18,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,2,42000,0,42000,84000,0.12,10080,38000,35920,완료,네이버검색
ORD-2602-0212,2026-02-12,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,2,14000,0,14000,28000,0.25,7000,9000,12000,완료,핫트랙스
ORD-2602-0213,2026-02-09,자사몰,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.035,315,2700,5985,완료,블로그검색
ORD-2602-0214,2026-02-04,29CM,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.2,5000,8500,11500,완료,29CM
ORD-2603-0215,2026-03-16,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2602-0216,2026-02-18,카카오선물하기,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,3,12000,0,12000,36000,0.3,10800,12600,12600,완료,카카오선물하기
ORD-2603-0217,2026-03-27,네이버,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.12,1080,2700,5220,완료,네이버검색
ORD-2601-0218,2026-01-20,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.035,630,5800,11570,완료,카카오채널
ORD-2602-0219,2026-02-07,29CM,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.2,4400,7200,10400,완료,29CM
ORD-2603-0220,2026-03-19,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.3,4500,5200,5300,완료,카카오선물하기
ORD-2602-0221,2026-02-03,네이버,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,네이버검색
ORD-2601-0222,2026-01-25,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.035,630,5800,11570,취소,직접유입
ORD-2602-0223,2026-02-02,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2602-0224,2026-02-10,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2602-0225,2026-02-20,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,네이버검색
ORD-2601-0226,2026-01-25,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2601-0227,2026-01-27,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2602-0228,2026-02-22,자사몰,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.035,770,7200,14030,완료,블로그검색
ORD-2601-0229,2026-01-15,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,0,16000,32000,0.3,9600,11200,11200,완료,카카오선물하기
ORD-2602-0230,2026-02-02,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,기타
ORD-2601-0231,2026-01-14,자사몰,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.035,560,4800,10640,완료,블로그검색
ORD-2603-0232,2026-03-13,네이버,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,4,18000,0,18000,72000,0.12,8640,23200,40160,완료,네이버검색
ORD-2603-0233,2026-03-13,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,5,22000,0,22000,110000,0.12,13200,37500,59300,완료,네이버검색
ORD-2602-0234,2026-02-14,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.3,4500,5200,5300,완료,카카오선물하기
ORD-2602-0235,2026-02-04,자사몰,PRD-027,코튼 러그 - M,오롤리데이,러그,1,52000,0,52000,52000,0.035,1820,21000,29180,완료,직접유입
ORD-2602-0236,2026-02-22,29CM,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,1200,10800,10800,0.2,2160,4200,4440,완료,29CM
ORD-2601-0237,2026-01-17,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,2,22000,0,22000,44000,0.05,2200,14400,27400,완료,쇼피파이
ORD-2602-0238,2026-02-11,네이버,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,네이버검색
ORD-2603-0239,2026-03-24,핫트랙스,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.25,4500,5800,7700,완료,핫트랙스
ORD-2601-0240,2026-01-17,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.12,2640,7200,12160,완료,네이버검색
ORD-2601-0241,2026-01-28,29CM,PRD-018,위클리 플래너,PART PART,플래너,3,14000,0,14000,42000,0.2,8400,13500,20100,완료,29CM
ORD-2601-0242,2026-01-07,네이버,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,3,18000,0,18000,54000,0.12,6480,18900,28620,완료,네이버검색
ORD-2601-0243,2026-01-22,카카오선물하기,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,3,12000,0,12000,36000,0.3,10800,12600,12600,완료,카카오선물하기
ORD-2602-0244,2026-02-16,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.035,630,5800,11570,완료,직접유입
ORD-2602-0245,2026-02-08,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.3,4500,5200,5300,완료,카카오선물하기
ORD-2602-0246,2026-02-21,네이버,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.12,960,2400,4640,완료,추천
ORD-2602-0247,2026-02-11,핫트랙스,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.25,1250,1200,2550,완료,핫트랙스
ORD-2602-0248,2026-02-14,네이버,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.12,3360,11000,13640,완료,쇼핑라이브
ORD-2602-0249,2026-02-09,29CM,PRD-019,먼슬리 플래너,PART PART,플래너,4,16000,0,16000,64000,0.2,12800,20800,30400,완료,29CM
ORD-2601-0250,2026-01-24,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,3,18000,0,18000,54000,0.3,16200,18900,18900,완료,카카오선물하기
ORD-2601-0251,2026-01-28,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,2,25000,0,25000,50000,0.035,1750,17000,31250,완료,인스타그램
ORD-2602-0252,2026-02-12,자사몰,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,2,18000,1800,16200,32400,0.035,1134,12000,19266,취소,직접유입
ORD-2601-0253,2026-01-10,자사몰,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,2,19000,0,19000,38000,0.035,1330,14400,22270,완료,인스타그램
ORD-2602-0254,2026-02-27,네이버,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.12,4560,15000,18440,완료,기타
ORD-2601-0255,2026-01-22,텐바이텐,PRD-004,에코백 - 내추럴,Happier Label,가방,2,25000,0,25000,50000,0.18,9000,17000,24000,완료,텐바이텐
ORD-2601-0256,2026-01-18,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,추천
ORD-2602-0257,2026-02-28,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2601-0258,2026-01-03,29CM,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,3,15000,0,15000,45000,0.2,9000,14400,21600,완료,29CM
ORD-2603-0259,2026-03-19,자사몰,PRD-026,코튼 러그 - S,오롤리데이,러그,3,38000,0,38000,114000,0.035,3990,45000,65010,완료,블로그검색
ORD-2601-0260,2026-01-24,자사몰,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.035,525,5200,9275,완료,인스타그램
ORD-2602-0261,2026-02-20,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2602-0262,2026-02-13,네이버,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.12,2160,5800,10040,완료,네이버검색
ORD-2601-0263,2026-01-09,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.035,1050,9600,19350,반품,인스타그램
ORD-2601-0264,2026-01-09,자사몰,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.035,525,5200,9275,교환,블로그검색
ORD-2601-0265,2026-01-20,29CM,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.2,1800,2700,4500,완료,29CM
ORD-2603-0266,2026-03-08,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,2,18000,0,18000,36000,0.3,10800,12600,12600,완료,카카오선물하기
ORD-2601-0267,2026-01-06,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.12,2640,7200,12160,완료,추천
ORD-2602-0268,2026-02-20,자사몰,PRD-007,접이식 우산,Happier Label,우산,1,28000,2800,25200,25200,0.035,882,11000,13318,완료,인스타그램
ORD-2601-0269,2026-01-27,텐바이텐,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.18,2880,5600,7520,완료,텐바이텐
ORD-2601-0270,2026-01-23,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.3,4500,5200,5300,완료,카카오선물하기
ORD-2603-0271,2026-03-07,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2603-0272,2026-03-07,네이버,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.12,3600,9600,16800,완료,쇼핑라이브
ORD-2601-0273,2026-01-10,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.035,1050,9600,19350,완료,블로그검색
ORD-2602-0274,2026-02-28,29CM,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.2,2800,4200,7000,완료,29CM
ORD-2603-0275,2026-03-04,29CM,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,2,19000,2850,16150,32300,0.2,6460,14400,11440,완료,29CM
ORD-2601-0276,2026-01-25,네이버,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.12,4560,15000,18440,취소,네이버검색
ORD-2602-0277,2026-02-17,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.3,4500,5200,5300,완료,카카오선물하기
ORD-2602-0278,2026-02-12,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2603-0279,2026-03-05,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.12,1800,4800,8400,완료,네이버검색
ORD-2602-0280,2026-02-11,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,2,18000,1800,16200,32400,0.035,1134,12600,18666,완료,기타
ORD-2601-0281,2026-01-06,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.3,2400,2400,3200,완료,카카오선물하기
ORD-2601-0282,2026-01-21,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2601-0283,2026-01-23,자사몰,PRD-018,위클리 플래너,PART PART,플래너,2,14000,0,14000,28000,0.035,980,9000,18020,완료,인스타그램
ORD-2601-0284,2026-01-15,자사몰,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.035,770,7200,14030,완료,인스타그램
ORD-2603-0285,2026-03-20,자사몰,PRD-020,스티커 세트 - 데일리,PART PART,스티커,3,5000,0,5000,15000,0.035,525,3600,10875,완료,인스타그램
